location,date,temp_max,humidity,wind_speed,wind_deg,pressure,visibility,uvi,fire_risk_score
St_Helena,2017-09-01,90.3,50,0.0,42,1017,10000,6.6,0.76
Yountville,2017-09-01,95.1,55,9.4,211,1030,20000,7.9,1.0
American_Canyon,2017-09-02,74.0,29,11.5,67,1018,12000,4.0,0.73
Calistoga,2017-09-02,72.1,25,16.7,43,1010,15000,4.8,0.82
Napa_Airport,2017-09-02,80.2,41,14.9,183,1010,20000,6.0,0.53
St_Helena,2017-09-02,95.8,14,6.0,54,1019,8000,7.0,1.0
Yountville,2017-09-02,78.0,43,3.6,335,1006,20000,4.7,0.5
American_Canyon,2017-09-05,87.7,49,14.8,162,1023,10000,6.5,0.77
Calistoga,2017-09-05,68.5,36,18.2,88,1019,12000,4.2,0.65
Napa_Airport,2017-09-05,70.9,57,14.0,43,1012,12000,4.4,0.47
St_Helena,2017-09-05,83.9,33,2.7,356,1004,12000,6.2,0.47
Yountville,2017-09-05,96.1,37,9.7,44,1004,15000,7.4,1.0
American_Canyon,2017-09-10,95.3,5,14.0,286,1011,8000,7.4,1.0
Calistoga,2017-09-10,99.1,15,16.8,17,1028,10000,8.2,1.0
Napa_Airport,2017-09-10,105.8,28,17.9,355,999,10000,8.3,1.0
St_Helena,2017-09-10,80.9,8,27.9,197,1020,10000,5.5,1.0
Yountville,2017-09-10,98.6,15,34.6,337,1020,5000,6.5,1.0
American_Canyon,2017-09-15,76.1,32,7.6,105,1020,10000,4.6,0.55
Calistoga,2017-09-15,86.0,15,15.5,280,1015,8000,4.9,1.0
Napa_Airport,2017-09-15,88.1,65,13.2,22,1005,20000,5.7,0.74
St_Helena,2017-09-15,69.4,45,12.5,259,1017,20000,4.3,0.49
Yountville,2017-09-15,82.8,35,4.1,356,1002,20000,6.0,0.41
American_Canyon,2017-09-20,68.8,43,4.0,269,1003,10000,2.9,0.57
Calistoga,2017-09-20,94.3,41,13.2,290,1014,10000,6.5,0.78
Napa_Airport,2017-09-20,94.3,41,17.7,260,1007,20000,7.0,0.91
St_Helena,2017-09-20,81.4,16,10.7,113,1025,5000,4.6,0.79
Yountville,2017-09-20,84.2,14,11.3,32,1026,5000,5.4,0.87
American_Canyon,2017-09-25,91.1,21,13.0,106,1026,10000,7.0,0.83
Calistoga,2017-09-25,64.9,53,19.5,150,1017,10000,3.4,0.57
Napa_Airport,2017-09-25,80.3,38,16.5,89,1008,15000,4.9,0.74
St_Helena,2017-09-25,91.4,37,19.2,132,1021,12000,6.7,0.78
Yountville,2017-09-25,86.9,5,17.7,210,1013,8000,6.6,1.0
American_Canyon,2017-09-30,88.2,16,6.0,76,1021,8000,6.1,0.94
Calistoga,2017-09-30,75.1,7,6.0,121,1023,8000,4.8,0.82
Napa_Airport,2017-09-30,86.9,18,19.3,342,1022,5000,6.7,1.0
St_Helena,2017-09-30,75.3,67,14.9,267,1025,12000,3.7,0.56
Yountville,2017-09-30,81.9,43,14.5,100,1002,20000,5.0,0.57
American_Canyon,2017-10-02,88.2,18,15.0,321,1005,5000,5.5,1.0
Calistoga,2017-10-02,92.3,20,28.0,45,1022,15000,5.9,1.0
Napa_Airport,2017-10-02,113.0,5,21.9,154,1022,5000,9.2,1.0
St_Helena,2017-10-02,99.4,17,28.7,263,1017,8000,8.0,1.0
Yountville,2017-10-02,95.0,24,14.0,17,1006,12000,6.3,1.0
American_Canyon,2017-10-09,96.6,6,34.7,332,1019,5000,8.0,0.99
Calistoga,2017-10-09,100.1,11,41.9,210,1002,8000,8.4,0.91
Napa_Airport,2017-10-09,100.8,7,39.4,210,1020,10000,8.5,0.97
St_Helena,2017-10-09,95.9,8,33.0,342,1009,8000,7.2,0.92
Yountville,2017-10-09,111.8,18,33.4,56,1024,10000,9.5,0.99
American_Canyon,2017-10-14,100.0,60,6.6,144,997,12000,6.8,0.97
Calistoga,2017-10-14,95.7,30,6.8,59,1015,20000,7.5,1.0
Napa_Airport,2017-10-14,70.6,25,13.5,119,1012,10000,3.1,0.75
St_Helena,2017-10-14,80.4,17,13.6,152,1005,5000,5.2,0.71
Yountville,2017-10-14,85.8,21,11.5,292,1011,15000,6.2,0.98
American_Canyon,2017-10-16,64.6,51,13.6,268,1015,15000,3.7,0.56
Calistoga,2017-10-16,105.3,23,11.7,289,1002,20000,8.7,1.0
Napa_Airport,2017-10-16,84.2,25,13.0,260,1007,10000,5.6,0.62
St_Helena,2017-10-16,77.9,42,14.1,229,1013,20000,4.8,0.51
Yountville,2017-10-16,93.8,44,18.3,108,1020,10000,7.1,0.8
American_Canyon,2017-10-23,93.4,14,28.9,273,1020,5000,7.4,1.0
Calistoga,2017-10-23,98.3,19,22.0,132,1009,5000,7.7,1.0
Napa_Airport,2017-10-23,101.6,9,23.5,71,1019,5000,7.9,1.0
St_Helena,2017-10-23,94.8,20,30.7,4,1013,20000,6.3,1.0
Yountville,2017-10-23,87.4,22,21.5,128,1027,20000,4.9,1.0
American_Canyon,2017-10-25,81.2,24,5.9,309,1021,10000,4.4,0.6
Calistoga,2017-10-25,78.8,41,15.1,21,1013,20000,4.1,0.61
Napa_Airport,2017-10-25,89.5,12,16.8,139,1014,10000,6.4,1.0
St_Helena,2017-10-25,82.7,43,12.5,115,1016,12000,6.0,0.47
Yountville,2017-10-25,65.8,37,4.1,188,1000,15000,4.0,0.48
American_Canyon,2017-10-28,88.2,25,4.6,168,1032,12000,5.3,0.81
Calistoga,2017-10-28,78.2,42,13.0,116,997,10000,4.7,0.43
Napa_Airport,2017-10-28,73.4,24,7.2,264,1016,10000,3.8,0.63
St_Helena,2017-10-28,80.1,19,6.3,201,1025,8000,5.4,0.76
Yountville,2017-10-28,80.9,34,16.3,179,1021,10000,5.3,0.55
American_Canyon,2017-11-02,71.4,56,10.1,14,1023,10000,4.3,0.42
Calistoga,2017-11-02,77.8,38,11.3,21,1012,20000,4.3,0.59
Napa_Airport,2017-11-02,78.6,15,7.3,85,998,5000,4.6,0.67
St_Helena,2017-11-02,77.8,24,20.8,256,1021,20000,4.8,0.81
Yountville,2017-11-02,85.0,29,9.8,117,1013,12000,4.8,0.9
American_Canyon,2017-11-04,90.7,45,9.8,318,1016,15000,6.1,0.72
Calistoga,2017-11-04,92.3,37,13.2,68,1013,10000,7.5,0.75
Napa_Airport,2017-11-04,87.7,10,22.9,58,1014,5000,6.9,1.0
St_Helena,2017-11-04,101.9,48,10.4,31,1023,20000,7.3,0.96
Yountville,2017-11-04,89.9,5,5.4,17,1014,10000,5.7,1.0
American_Canyon,2017-11-05,72.4,18,21.2,272,1011,8000,4.0,1.0
Calistoga,2017-11-05,96.9,5,24.8,31,1008,8000,7.0,1.0
Napa_Airport,2017-11-05,101.3,23,24.6,132,1010,12000,6.9,1.0
St_Helena,2017-11-05,97.6,12,34.8,206,1019,10000,7.8,1.0
Yountville,2017-11-05,90.6,5,30.0,13,1014,8000,7.0,1.0
American_Canyon,2017-11-06,96.2,5,27.4,76,1013,10000,6.9,1.0
Calistoga,2017-11-06,96.1,16,23.4,260,1016,8000,7.3,1.0
Napa_Airport,2017-11-06,93.1,5,26.2,262,1017,5000,5.8,1.0
St_Helena,2017-11-06,98.1,7,20.9,125,1013,8000,6.9,1.0
Yountville,2017-11-06,78.4,19,27.1,179,1010,5000,4.8,1.0
American_Canyon,2017-11-11,94.5,15,21.1,140,1021,5000,6.5,1.0
Calistoga,2017-11-11,102.6,17,21.4,186,1010,10000,8.2,1.0
Napa_Airport,2017-11-11,89.4,14,21.9,329,998,10000,6.1,1.0
St_Helena,2017-11-11,96.6,5,25.7,115,1008,8000,6.2,1.0
Yountville,2017-11-11,86.3,17,26.8,358,1020,10000,5.6,1.0
American_Canyon,2017-11-14,89.1,49,19.4,167,1017,15000,5.9,0.94
Calistoga,2017-11-14,71.8,34,6.6,321,1008,10000,4.7,0.49
Napa_Airport,2017-11-14,76.4,33,15.0,161,1022,10000,4.7,0.64
St_Helena,2017-11-14,83.6,66,13.1,184,1012,15000,5.3,0.45
Yountville,2017-11-14,85.6,51,10.9,116,1023,20000,4.9,0.75
American_Canyon,2017-11-15,96.1,12,25.7,150,1009,8000,6.6,1.0
Calistoga,2017-11-15,104.9,11,33.3,196,1012,5000,7.3,1.0
Napa_Airport,2017-11-15,103.7,35,32.7,310,1021,15000,7.8,1.0
St_Helena,2017-11-15,92.9,5,25.1,63,1008,10000,6.5,1.0
Yountville,2017-11-15,100.5,18,28.0,203,1007,8000,7.9,1.0
American_Canyon,2017-11-17,79.7,47,13.9,207,1014,12000,4.8,0.54
Calistoga,2017-11-17,80.4,27,10.7,11,1013,15000,4.7,0.6
Napa_Airport,2017-11-17,82.2,29,16.3,180,1023,12000,5.7,0.8
St_Helena,2017-11-17,59.2,51,11.8,166,1011,20000,2.1,0.43
Yountville,2017-11-17,93.7,27,13.7,221,1022,15000,6.5,0.86
American_Canyon,2017-11-19,84.4,34,3.7,259,1021,20000,6.0,0.5
Calistoga,2017-11-19,83.0,14,8.6,120,1028,10000,5.4,0.87
Napa_Airport,2017-11-19,80.9,54,11.8,24,1010,10000,4.8,0.43
St_Helena,2017-11-19,90.2,12,9.3,104,1018,8000,6.9,1.0
Yountville,2017-11-19,90.5,38,14.4,3,1018,20000,5.4,0.64
American_Canyon,2017-11-20,71.6,5,12.6,25,1001,10000,4.8,0.94
Calistoga,2017-11-20,71.0,29,13.1,283,1031,20000,3.1,0.71
Napa_Airport,2017-11-20,95.3,25,2.8,88,1016,20000,7.5,1.0
St_Helena,2017-11-20,76.0,23,12.3,87,1010,20000,4.4,0.75
Yountville,2017-11-20,95.3,12,9.1,261,1017,5000,7.3,1.0
American_Canyon,2017-11-25,87.5,32,18.7,180,1012,15000,4.9,0.88
Calistoga,2017-11-25,91.1,19,12.9,340,1012,5000,5.6,0.99
Napa_Airport,2017-11-25,73.5,16,7.5,316,1012,5000,3.6,0.71
St_Helena,2017-11-25,83.4,29,14.9,10,1020,20000,4.8,0.65
Yountville,2017-11-25,99.5,32,16.6,181,1022,20000,6.9,1.0
American_Canyon,2017-11-27,65.1,27,18.0,352,1015,10000,2.6,0.88
Calistoga,2017-11-27,67.7,37,12.8,273,1002,10000,4.0,0.48
Napa_Airport,2017-11-27,78.3,45,5.3,67,1025,20000,5.0,0.47
St_Helena,2017-11-27,82.8,55,8.5,58,1021,20000,4.8,0.51
Yountville,2017-11-27,97.2,37,7.7,15,1016,12000,6.8,1.0
American_Canyon,2017-11-29,84.6,13,11.0,302,1012,8000,4.7,1.0
Calistoga,2017-11-29,77.0,30,13.7,56,1012,15000,4.0,0.42
Napa_Airport,2017-11-29,76.3,37,15.9,135,1017,20000,4.8,0.6
St_Helena,2017-11-29,79.1,35,13.8,76,1010,10000,4.5,0.57
Yountville,2017-11-29,85.7,21,10.3,261,1022,20000,4.8,0.81
American_Canyon,2017-12-02,61.9,95,4.6,239,1015,12000,3.3,0.19
Calistoga,2017-12-02,75.7,68,6.2,160,1007,10000,5.1,0.03
Napa_Airport,2017-12-02,67.7,76,2.6,228,1027,12000,3.6,0.14
St_Helena,2017-12-02,60.6,69,6.7,235,1012,12000,2.2,0.04
Yountville,2017-12-02,58.5,57,9.9,132,1012,15000,3.3,0.09
American_Canyon,2017-12-07,65.7,82,9.8,46,1026,10000,3.4,0.12
Calistoga,2017-12-07,48.9,82,11.1,34,1012,10000,0.9,0.17
Napa_Airport,2017-12-07,74.3,60,13.8,101,1017,15000,4.8,0.1
St_Helena,2017-12-07,30.0,70,3.6,266,1014,15000,0.0,0.2
Yountville,2017-12-07,68.7,65,5.6,90,1010,10000,3.9,0.14
