location,date,temp_max,humidity,wind_speed,wind_deg,pressure,visibility,uvi,fire_risk_score
St_Helena,2017-08-11,72.5,49,8.4,268,1027,15000,4.7,0.55
Yountville,2017-08-11,100.8,54,5.4,157,1026,12000,8.2,0.97
American_Canyon,2017-08-16,104.8,35,9.1,34,1010,20000,8.5,0.98
Calistoga,2017-08-16,80.2,37,8.3,248,1006,15000,4.9,0.46
Napa_Airport,2017-08-16,95.1,23,8.4,9,1007,12000,6.9,1.0
St_Helena,2017-08-16,78.9,48,14.6,182,1008,12000,4.5,0.6
Yountville,2017-08-16,74.0,15,16.1,228,1016,8000,4.9,0.77
American_Canyon,2017-08-18,90.0,26,10.7,330,1013,12000,5.8,0.95
Calistoga,2017-08-18,98.1,26,5.0,326,1021,12000,6.6,1.0
Napa_Airport,2017-08-18,91.2,26,23.3,174,1013,10000,7.2,0.99
St_Helena,2017-08-18,82.3,47,6.4,90,1012,15000,5.7,0.42
Yountville,2017-08-18,88.9,37,15.3,26,1010,15000,5.3,0.76
American_Canyon,2017-08-19,95.1,29,23.5,259,1013,10000,5.9,1.0
Calistoga,2017-08-19,65.2,10,20.5,130,1023,5000,3.0,1.0
Napa_Airport,2017-08-19,95.3,43,10.1,208,1028,10000,7.7,0.95
St_Helena,2017-08-19,66.7,19,11.5,231,1010,8000,3.3,0.72
Yountville,2017-08-19,92.3,37,4.4,9,1009,20000,6.4,0.7
American_Canyon,2017-08-20,72.2,47,10.3,307,1002,15000,4.1,0.49
Calistoga,2017-08-20,81.5,46,11.0,150,1016,10000,5.3,0.5
Napa_Airport,2017-08-20,78.5,29,13.5,133,1026,15000,4.3,0.62
St_Helena,2017-08-20,94.4,46,18.3,95,1021,12000,7.0,0.93
Yountville,2017-08-20,100.0,57,8.0,91,1012,10000,6.5,1.0
American_Canyon,2017-08-23,69.3,21,11.3,123,1025,15000,3.0,0.8
Calistoga,2017-08-23,92.5,28,16.0,356,1018,12000,6.6,0.99
Napa_Airport,2017-08-23,93.5,30,12.9,343,1013,20000,7.7,0.74
St_Helena,2017-08-23,79.0,34,14.6,302,1011,20000,4.1,0.59
Yountville,2017-08-23,96.5,35,21.4,223,1016,10000,7.5,1.0
American_Canyon,2017-08-25,85.1,47,14.8,215,1010,15000,4.9,0.68
Calistoga,2017-08-25,85.7,47,10.1,357,1014,15000,6.0,0.66
Napa_Airport,2017-08-25,91.2,11,10.1,332,1022,10000,6.8,1.0
St_Helena,2017-08-25,81.5,21,11.7,307,1015,20000,5.9,0.66
Yountville,2017-08-25,96.7,40,11.6,4,1027,15000,7.3,0.94
American_Canyon,2017-08-26,101.4,17,12.9,26,1005,5000,7.6,1.0
Calistoga,2017-08-26,81.7,44,2.9,259,1011,15000,4.6,0.42
Napa_Airport,2017-08-26,77.8,34,16.4,315,1018,10000,5.0,0.61
St_Helena,2017-08-26,83.8,16,17.1,45,1012,10000,4.7,0.76
Yountville,2017-08-26,90.6,21,10.3,117,1021,10000,7.2,0.94
American_Canyon,2017-08-29,84.3,45,11.8,338,1011,20000,5.1,0.51
Calistoga,2017-08-29,84.9,51,17.1,125,1010,12000,6.6,0.59
Napa_Airport,2017-08-29,87.2,49,15.9,78,1008,20000,5.1,0.95
St_Helena,2017-08-29,85.8,16,17.4,126,1012,10000,5.1,0.96
Yountville,2017-08-29,74.5,5,23.1,23,1019,10000,5.3,1.0
American_Canyon,2017-09-05,88.5,51,16.8,310,1024,20000,6.4,0.77
Calistoga,2017-09-05,70.9,9,14.3,166,1020,5000,3.0,0.91
Napa_Airport,2017-09-05,83.9,28,14.6,345,1013,15000,4.6,0.76
St_Helena,2017-09-05,91.0,34,14.2,9,1016,12000,6.0,0.78
Yountville,2017-09-05,82.2,35,14.9,48,1020,12000,4.8,0.58
American_Canyon,2017-09-10,106.3,14,24.4,22,1021,5000,7.4,1.0
Calistoga,2017-09-10,97.2,7,27.1,247,1028,10000,6.6,1.0
Napa_Airport,2017-09-10,102.2,17,26.3,332,1020,8000,8.5,1.0
St_Helena,2017-09-10,91.5,33,19.3,142,1022,10000,5.4,1.0
Yountville,2017-09-10,101.1,41,23.8,45,1017,12000,6.9,1.0
American_Canyon,2017-09-15,84.3,13,26.9,65,1000,5000,6.1,1.0
Calistoga,2017-09-15,93.1,5,28.1,314,1010,8000,6.9,1.0
Napa_Airport,2017-09-15,96.3,23,13.9,266,1005,12000,6.9,1.0
St_Helena,2017-09-15,105.1,11,31.5,24,1025,8000,8.2,1.0
Yountville,2017-09-15,107.5,5,30.5,91,1020,5000,8.9,1.0
American_Canyon,2017-09-22,97.9,30,10.7,100,1020,12000,7.6,0.92
Calistoga,2017-09-22,98.8,39,13.2,156,1021,15000,7.3,1.0
Napa_Airport,2017-09-22,84.9,17,8.2,50,1011,10000,6.4,0.75
St_Helena,2017-09-22,77.2,51,15.0,128,1012,15000,4.0,0.7
Yountville,2017-09-22,77.5,24,18.9,120,1013,15000,5.1,0.92
American_Canyon,2017-09-27,74.2,70,13.9,1,1026,20000,4.0,0.52
Calistoga,2017-09-27,73.7,48,21.3,299,1018,12000,3.6,0.64
Napa_Airport,2017-09-27,102.7,22,9.2,188,1002,12000,7.6,1.0
St_Helena,2017-09-27,82.4,24,12.0,31,1016,15000,5.3,0.7
Yountville,2017-09-27,97.2,16,9.1,203,1004,5000,7.1,1.0
American_Canyon,2017-09-29,68.7,42,1.5,282,1004,15000,3.1,0.46
Calistoga,2017-09-29,101.2,5,13.4,215,1005,10000,7.4,1.0
Napa_Airport,2017-09-29,92.7,24,17.8,278,1006,20000,6.5,0.99
St_Helena,2017-09-29,82.2,48,17.4,339,1007,10000,5.4,0.68
Yountville,2017-09-29,85.5,24,2.7,184,1004,10000,5.0,0.92
American_Canyon,2017-10-06,90.2,16,6.1,178,1012,8000,7.2,0.83
Calistoga,2017-10-06,70.0,31,10.1,336,1004,20000,4.7,0.46
Napa_Airport,2017-10-06,79.6,32,13.9,162,1006,12000,5.1,0.59
St_Helena,2017-10-06,86.0,30,15.9,105,1011,12000,4.8,0.75
Yountville,2017-10-06,82.4,36,6.4,21,1013,10000,5.3,0.48
American_Canyon,2017-10-11,95.5,17,14.3,22,1031,5000,7.3,1.0
Calistoga,2017-10-11,91.8,46,11.3,258,1026,20000,7.2,0.75
Napa_Airport,2017-10-11,84.6,24,15.4,113,997,10000,6.4,0.89
St_Helena,2017-10-11,77.2,50,12.5,11,1015,20000,4.4,0.52
Yountville,2017-10-11,70.8,20,12.2,150,1010,12000,4.6,0.69
American_Canyon,2017-10-18,97.5,23,16.4,235,1024,20000,7.9,1.0
Calistoga,2017-10-18,85.4,28,2.2,277,1015,10000,6.3,0.8
Napa_Airport,2017-10-18,87.4,24,9.9,260,1012,15000,4.9,0.95
St_Helena,2017-10-18,77.8,38,13.9,183,1008,15000,4.8,0.48
Yountville,2017-10-18,72.2,19,16.9,179,1021,10000,4.6,0.88
American_Canyon,2017-10-25,106.5,17,24.8,315,1023,8000,9.2,1.0
Calistoga,2017-10-25,112.2,22,31.0,98,1001,10000,8.2,1.0
Napa_Airport,2017-10-25,93.8,34,40.1,338,1003,20000,6.9,1.0
St_Helena,2017-10-25,92.1,18,31.3,41,1019,8000,6.7,1.0
Yountville,2017-10-25,92.2,19,31.5,317,1003,8000,6.3,1.0
American_Canyon,2017-10-28,92.2,5,23.2,126,1011,10000,5.8,1.0
Calistoga,2017-10-28,87.5,33,26.6,189,1013,12000,5.0,1.0
Napa_Airport,2017-10-28,100.0,5,17.0,74,1011,8000,6.8,1.0
St_Helena,2017-10-28,98.8,28,28.2,294,1010,20000,7.1,1.0
Yountville,2017-10-28,96.2,11,17.1,163,1006,5000,7.1,1.0
American_Canyon,2017-10-29,96.3,6,30.5,225,1019,10000,6.5,1.0
Calistoga,2017-10-29,98.8,20,28.7,108,1014,20000,7.2,1.0
Napa_Airport,2017-10-29,90.0,22,29.3,344,1009,10000,5.9,1.0
St_Helena,2017-10-29,95.2,5,22.3,4,1026,10000,7.5,1.0
Yountville,2017-10-29,105.8,25,12.1,0,1013,20000,7.4,1.0
American_Canyon,2017-10-31,99.8,16,28.9,32,1012,8000,6.6,1.0
Calistoga,2017-10-31,77.2,19,30.2,298,1019,10000,4.1,1.0
Napa_Airport,2017-10-31,82.7,29,28.2,350,1013,10000,6.3,1.0
St_Helena,2017-10-31,90.1,29,26.2,312,1011,12000,5.4,1.0
Yountville,2017-10-31,96.1,15,30.2,199,1014,10000,6.7,1.0
American_Canyon,2017-11-03,86.2,38,11.1,130,1003,20000,6.6,0.7
Calistoga,2017-11-03,88.7,42,7.6,266,1013,12000,6.8,0.77
Napa_Airport,2017-11-03,71.2,20,10.3,14,1007,12000,4.3,0.62
St_Helena,2017-11-03,75.3,56,10.0,84,1003,20000,3.8,0.41
Yountville,2017-11-03,84.9,35,8.6,52,1010,12000,5.0,0.57
American_Canyon,2017-11-04,72.4,35,11.5,243,1018,15000,4.2,0.49
Calistoga,2017-11-04,81.5,5,11.0,207,1011,10000,6.0,0.84
Napa_Airport,2017-11-04,80.2,45,13.3,171,1018,15000,5.0,0.59
St_Helena,2017-11-04,78.1,8,5.1,32,1010,10000,3.8,0.93
Yountville,2017-11-04,99.7,26,27.0,177,1015,12000,7.1,1.0
American_Canyon,2017-11-07,83.8,36,10.6,235,1011,10000,4.5,0.52
Calistoga,2017-11-07,79.1,37,15.4,297,1025,10000,4.2,0.64
Napa_Airport,2017-11-07,70.4,30,18.7,183,1027,15000,3.8,0.55
St_Helena,2017-11-07,72.7,25,12.3,235,1006,20000,3.2,0.77
Yountville,2017-11-07,92.9,34,15.0,1,999,15000,5.9,0.79
American_Canyon,2017-11-10,80.1,43,16.5,292,1015,10000,6.0,0.64
Calistoga,2017-11-10,83.0,47,16.2,10,1005,15000,5.1,0.59
Napa_Airport,2017-11-10,75.5,23,17.2,131,1017,15000,3.8,0.8
St_Helena,2017-11-10,82.3,57,8.8,92,1008,15000,4.6,0.55
Yountville,2017-11-10,99.1,59,8.0,73,1013,15000,6.5,0.97
American_Canyon,2017-11-17,99.0,29,24.7,314,1013,15000,7.1,1.0
Calistoga,2017-11-17,107.4,11,29.4,89,1015,10000,8.5,1.0
Napa_Airport,2017-11-17,99.9,5,31.9,341,1028,10000,8.0,1.0
St_Helena,2017-11-17,105.1,26,27.7,110,1018,10000,7.6,1.0
Yountville,2017-11-17,91.6,14,26.5,236,1013,8000,5.9,1.0
American_Canyon,2017-11-18,78.5,37,14.0,115,1000,20000,5.5,0.45
Calistoga,2017-11-18,88.1,37,12.5,127,1016,20000,5.3,0.7
Napa_Airport,2017-11-18,84.6,31,8.2,31,1019,12000,4.6,0.58
St_Helena,2017-11-18,67.9,21,7.6,159,1019,20000,4.2,0.6
Yountville,2017-11-18,91.0,42,9.1,285,1016,20000,5.6,0.65
American_Canyon,2017-11-20,76.8,42,7.8,168,1014,15000,4.4,0.41
Calistoga,2017-11-20,82.0,25,6.7,357,1016,20000,6.0,0.63
Napa_Airport,2017-11-20,95.0,23,13.7,85,1013,10000,6.4,0.88
St_Helena,2017-11-20,70.8,48,16.6,97,1011,10000,2.9,0.62
Yountville,2017-11-20,77.9,29,13.9,177,1020,15000,4.5,0.69
American_Canyon,2017-11-25,72.8,31,11.8,8,1018,15000,5.0,0.43
Calistoga,2017-11-25,75.9,26,13.3,112,1014,20000,5.2,0.63
Napa_Airport,2017-11-25,95.3,44,20.3,317,1023,15000,7.2,1.0
St_Helena,2017-11-25,63.2,48,16.1,200,1032,20000,3.7,0.56
Yountville,2017-11-25,67.9,52,3.4,332,1007,20000,3.7,0.5
